Date,Open,Close,High,Low,Volume
1988-08-05,57.625,56.7916666667,58.0416666667,56.0416666667,87294400.0
1988-08-12,52.7083333333,52.125,53.0833333333,51.1666666667,130547200.0
1988-08-19,52.0416666667,51.8333333333,52.895,50.9783333333,58122133.3333
1988-08-26,50.2916666667,50.2483333333,51.355,49.2916666667,77588800.0
1988-09-02,50.9166666667,50.855,51.625,50.0416666667,58340800.0
1988-09-09,51.35,52.25,53.0,50.85,87104640.0
1988-09-16,53.3133333333,53.3333333333,54.3333333333,52.5416666667,65970666.6667
1988-09-23,53.125,53.1666666667,53.625,52.5833333333,42976000.0
1988-09-30,53.0,52.73,53.375,52.1666666667,39982933.3333
1988-10-07,51.1666666667,50.79,51.5,50.1683333333,69395200.0
1988-10-14,50.2716666667,50.3533333333,51.1666666667,49.1466666667,109523200.0
1988-10-21,52.375,52.5833333333,53.125,51.8333333333,49650133.3333
1988-10-28,51.1666666667,50.7083333333,51.4583333333,49.8533333333,74289066.6667
1988-11-04,48.3333333333,48.0416666667,48.8333333333,47.52,97974400.0
1988-11-11,47.75,48.0416666667,48.875,47.2916666667,79456000.0
1988-11-18,47.4383333333,47.0,47.8333333333,46.4166666667,80411200.0
1988-11-25,46.15,46.374,46.6,45.65,35969920.0
1988-12-02,47.125,47.8133333333,48.1666666667,46.9166666667,50128000.0
1988-12-09,49.2083333333,49.375,49.875,48.7716666667,49894933.3333
1988-12-16,48.375,48.5416666667,49.0416666667,47.9783333333,33893866.6667
1988-12-23,51.0816666667,51.3333333333,51.9583333333,50.7916666667,60944533.3333
1988-12-30,52.25,52.5,52.9,52.05,34250880.0
1989-01-06,53.75,53.502,54.276,53.15,55168000.0
1989-01-13,52.5616666667,52.5833333333,53.1666666667,52.1883333333,49606933.3333
1989-01-20,52.645,52.7916666667,53.355,52.0416666667,52300266.6667
1989-01-27,53.375,53.7516666667,54.3533333333,52.8966666667,78678400.0
1989-02-03,58.0216666667,59.1033333333,60.125,57.625,134027200.0
1989-02-10,61.48,61.9583333333,63.0416666667,60.8533333333,127898133.333
1989-02-17,62.0633333333,61.8133333333,62.7916666667,61.0616666667,76513600.0
1989-02-24,61.45,60.674,61.85,60.35,62184320.0
1989-03-03,59.8333333333,59.9583333333,60.75,59.2083333333,68230933.3333
1989-03-10,56.7083333333,55.5416666667,57.3333333333,54.9383333333,226348266.667
1989-03-17,51.75,50.875,52.2083333333,50.2916666667,107363200.0
1989-03-23,48.326,48.424,49.4,47.05,192775040.0
1989-03-31,49.75,49.8316666667,50.2283333333,49.23,56773866.6667
1989-04-07,50.3333333333,50.5,50.8333333333,49.9383333333,31763200.0
1989-04-14,50.4583333333,50.2683333333,51.5633333333,49.5016666667,52227733.3333
1989-04-21,53.1666666667,53.605,54.1883333333,52.6666666667,91592533.3333
1989-04-28,55.0416666667,54.9566666667,55.5633333333,54.23,43549333.3333
1989-05-05,54.3966666667,53.8316666667,54.9166666667,53.25,40000000.0
1989-05-12,53.2283333333,53.125,53.8333333333,52.4166666667,50610133.3333
1989-05-19,55.875,56.5216666667,57.105,55.625,72368533.3333
1989-05-26,57.71,58.0,58.8333333333,57.105,62579200.0
1989-06-02,59.274,59.324,60.124,58.65,59920000.0
1989-06-09,58.9366666667,58.7916666667,59.625,58.125,46606933.3333
1989-06-16,58.3333333333,57.875,58.6033333333,57.355,45860266.6667
1989-06-23,55.6883333333,55.605,56.375,54.9583333333,45070933.3333
1989-06-30,54.0633333333,53.625,54.5216666667,52.9583333333,50262400.0
1989-07-07,53.624,53.7,54.7,52.674,48942080.0
1989-07-14,53.4583333333,53.48,54.25,52.6033333333,40089066.6667
1989-07-21,53.4166666667,53.73,54.5833333333,52.8333333333,48515200.0
1989-07-28,53.855,53.875,55.1666666667,52.8333333333,110428266.667
1989-08-04,54.3116666667,54.9166666667,55.375,53.9583333333,59795200.0
1989-08-11,57.8116666667,58.125,58.875,57.2916666667,100971733.333
1989-08-18,57.2916666667,57.02,57.9583333333,56.4383333333,43309333.3333
1989-08-25,57.8766666667,58.1866666667,58.9583333333,57.0833333333,57630400.0
1989-09-01,59.105,59.0616666667,59.7283333333,58.395,44514666.6667
1989-09-08,59.1,59.276,60.0,58.574,52363520.0
1989-09-15,60.6666666667,61.23,62.0833333333,60.125,80636800.0
1989-09-22,64.0416666667,64.2083333333,64.9583333333,63.1666666667,63814933.3333
1989-09-29,66.5416666667,67.2283333333,67.7283333333,66.125,54810133.3333
1989-10-06,71.8116666667,73.605,74.75,71.105,136009600.0
1989-10-13,79.9366666667,79.125,80.75,78.0416666667,80394133.3333
1989-10-20,77.9366666667,79.6466666667,81.3333333333,76.25,156777600.0
1989-10-27,81.5416666667,80.625,82.4583333333,79.4583333333,102587200.0
1989-11-03,79.1866666667,79.165,80.395,78.0216666667,99829866.6667
1989-11-10,80.395,81.3333333333,82.48,79.7083333333,99250666.6667
1989-11-17,86.7716666667,87.0016666667,88.2083333333,85.4583333333,87918933.3333
1989-11-22,87.2825,87.44,88.0,86.3125,48484000.0
1989-12-01,87.1785714286,86.7328571429,88.0714285714,85.6971428571,57045485.7143
1989-12-08,85.8116666667,85.5833333333,86.9166666667,84.46,57001600.0
1989-12-15,82.0,80.875,82.5416666667,79.625,94850133.3333
1989-12-22,80.2083333333,81.2716666667,81.7916666667,79.0833333333,79499200.0
1989-12-29,84.874,85.95,86.726,84.2,68445440.0
1990-01-05,88.6,89.3,90.25,87.624,87948160.0
1990-01-12,89.3133333333,88.7083333333,90.5,87.5633333333,91216000.0
1990-01-19,88.21,89.6033333333,90.8333333333,87.2916666667,130112533.333
1990-01-26,91.7083333333,91.1466666667,92.625,90.145,127912000.0
1990-02-02,91.875,92.25,93.0416666667,91.1666666667,78299200.0
1990-02-09,93.665,94.0,94.75,93.125,84141333.3333
1990-02-16,95.375,95.6666666667,96.25,94.9583333333,62243200.0
1990-02-23,97.45,97.648,99.05,96.45,84907520.0
1990-03-02,98.25,99.5416666667,100.521666667,97.895,67412800.0
1990-03-09,103.708333333,104.833333333,105.98,102.436666667,76115200.0
1990-03-16,107.978333333,108.978333333,110.25,107.166666667,93560533.3333
1990-03-23,113.436666667,113.041666667,115.25,111.458333333,84678400.0
1990-03-30,111.04,111.083333333,112.458333333,109.645,60508266.6667
1990-04-06,113.353333333,114.0,115.125,112.375,69046933.3333
1990-04-12,116.676,117.7,118.3,115.95,53572480.0
1990-04-20,70.8316666667,70.4783333333,71.7083333333,69.4383333333,59159466.6667
1990-04-27,58.75,57.98,59.0833333333,57.0633333333,52456000.0
1990-05-04,57.895,58.395,59.0,57.105,48002133.3333
1990-05-11,62.5616666667,63.5416666667,64.25,61.7916666667,54851733.3333
1990-05-18,65.105,65.625,66.25,64.2083333333,55436800.0
1990-05-25,71.23,72.7716666667,74.125,70.6866666667,132728000.0
1990-06-01,74.524,74.624,75.8,73.65,73948160.0
1990-06-08,73.9783333333,73.9166666667,75.3333333333,72.4583333333,74775466.6667
1990-06-15,74.5633333333,75.375,76.125,73.8116666667,59780266.6667
1990-06-22,75.855,76.04,77.0,74.875,42325866.6667
1990-06-29,76.0016666667,75.625,76.6883333333,75.02,42329066.6667
1990-07-06,73.902,73.45,74.5,72.576,50667520.0
1990-07-13,74.48,75.4366666667,76.2916666667,74.0833333333,53400000.0
1990-07-20,77.5833333333,76.895,78.9166666667,75.875,64923200.0
1990-07-27,72.0833333333,70.6666666667,73.4166666667,68.9166666667,118918933.333
1990-08-03,67.0833333333,66.5833333333,67.895,64.645,83556800.0
1990-08-10,63.3116666667,63.02,64.25,61.145,92987200.0
1990-08-17,63.9783333333,63.3333333333,64.8533333333,62.625,60132800.0
1990-08-24,55.875,55.4583333333,57.3333333333,53.8133333333,109432000.0
1990-08-31,59.125,60.4783333333,61.73,58.4166666667,78241600.0
1990-09-07,59.7,59.6,61.0,58.25,62421120.0
1990-09-14,57.1666666667,57.2716666667,58.6666666667,55.98,66561066.6667
1990-09-21,60.2283333333,60.75,61.73,59.23,63954666.6667
1990-09-28,59.77,60.3116666667,61.1666666667,58.4166666667,69601600.0
1990-10-05,64.1666666667,65.1016666667,66.395,63.25,87009600.0
1990-10-12,62.4166666667,61.375,63.25,59.875,82634666.6667
1990-10-19,57.7916666667,57.9583333333,59.3133333333,55.7083333333,161727466.667
1990-10-26,63.4166666667,63.96,65.0,62.6666666667,81312000.0
1990-11-02,63.5,63.6666666667,64.7083333333,62.8333333333,60829333.3333
1990-11-09,64.4166666667,64.48,65.5416666667,63.75,55764266.6667
1990-11-16,67.4166666667,67.9383333333,68.7083333333,66.8333333333,64763733.3333
1990-11-21,68.1875,68.625,69.5,67.5925,60557600.0
1990-11-30,70.0,70.4985714286,71.4642857143,69.0714285714,58491885.7143
1990-12-07,73.8333333333,74.145,75.2916666667,72.7916666667,75617066.6667
1990-12-14,73.0833333333,73.21,74.2716666667,71.9583333333,61685333.3333
1990-12-21,74.3133333333,74.8333333333,75.3333333333,73.875,40419200.0
1990-12-28,75.2,75.15,75.55,74.65,21224960.0
1991-01-04,74.85,75.226,75.65,74.65,38675840.0
1991-01-11,75.2916666667,75.75,77.1666666667,74.5416666667,87331733.3333
1991-01-18,79.9166666667,80.77,81.77,78.875,101761600.0
1991-01-25,87.5,88.7716666667,89.77,86.7083333333,103552000.0
1991-02-01,93.3333333333,94.73,96.0616666667,92.125,123788800.0
1991-02-08,101.416666667,102.146666667,104.0,99.625,101481600.0
1991-02-15,103.27,103.5,104.895,101.416666667,111235733.333
1991-02-22,101.65,102.15,103.95,100.8,81635200.0
1991-03-01,102.625,103.625,104.875,101.375,78300266.6667
1991-03-08,106.208333333,106.333333333,108.791666667,104.25,100378133.333
1991-03-15,100.041666667,98.77,101.456666667,97.395,122659200.0
1991-03-22,97.625,97.0616666667,99.4583333333,95.7916666667,88956266.6667
1991-03-29,99.9,102.202,103.4,99.35,73571200.0
1991-04-05,110.85,111.3,113.6,109.15,85998080.0
1991-04-12,110.541666667,109.563333333,112.083333333,107.583333333,85867733.3333
1991-04-19,110.125,110.333333333,112.958333333,107.145,109988266.667
1991-04-26,103.125,102.583333333,104.916666667,101.166666667,96068266.6667
1991-05-03,99.9166666667,100.0,101.25,98.25,79393066.6667
1991-05-10,102.458333333,102.791666667,104.083333333,101.041666667,50776000.0
1991-05-17,101.771666667,100.625,102.333333333,99.52,67640533.3333
1991-05-24,103.0,104.438333333,105.291666667,102.333333333,69796266.6667
1991-05-31,110.474,110.2,111.8,109.25,63936640.0
1991-06-07,111.166666667,111.353333333,112.375,109.791666667,48301866.6667
1991-06-14,110.666666667,111.166666667,112.083333333,110.125,43124800.0
1991-06-21,108.375,107.478333333,109.416666667,106.083333333,89222933.3333
1991-06-28,89.3333333333,89.3333333333,90.5416666667,87.875,76545600.0
1991-07-03,68.0625,67.905,69.4075,65.75,92365600.0
1991-07-12,65.3571428571,65.7314285714,66.9642857143,63.75,87164342.8571
1991-07-19,67.8333333333,67.98,68.9583333333,66.625,34214933.3333
1991-07-26,67.2083333333,67.375,68.6666666667,66.105,64833066.6667
1991-08-02,71.5,72.3333333333,73.125,70.7083333333,101789866.667
1991-08-09,74.7916666667,75.9583333333,76.7916666667,74.3333333333,73102400.0
1991-08-16,81.375,82.0,83.105,80.5833333333,71790400.0
1991-08-23,81.5216666667,82.625,83.6266666667,81.0416666667,59137066.6667
1991-08-30,85.0,85.3116666667,86.0416666667,84.25,35510933.3333
1991-09-06,83.6,82.448,84.0,81.65,40647680.0
1991-09-13,82.125,82.02,83.3333333333,81.0833333333,52972800.0
1991-09-20,84.5,84.6666666667,85.625,83.5416666667,34172266.6667
1991-09-27,87.2083333333,87.4383333333,88.2716666667,86.2083333333,39125333.3333
1991-10-04,88.2916666667,88.125,89.3333333333,87.125,34817600.0
1991-10-11,89.0,89.1266666667,90.02,87.9583333333,44042133.3333
1991-10-18,90.875,90.5433333333,91.5,89.4383333333,68666666.6667
1991-10-25,90.6666666667,90.3966666667,91.4583333333,89.8333333333,31797866.6667
1991-11-01,91.4583333333,91.9183333333,92.5833333333,90.4583333333,40588266.6667
1991-11-08,93.5833333333,93.7716666667,94.7916666667,92.75,35093866.6667
1991-11-15,98.2083333333,97.98,99.875,96.8133333333,55096000.0
1991-11-22,96.7916666667,96.375,97.98,95.1666666667,54349866.6667
1991-11-27,95.78,95.345,96.5625,94.3125,36411200.0
1991-12-06,98.75,100.447142857,101.142857143,98.0,38450285.7143
1991-12-13,102.02,102.125,103.291666667,100.625,42976000.0
1991-12-20,102.436666667,102.48,103.333333333,101.208333333,31321600.0
1991-12-27,105.7,106.902,107.8,104.85,33288960.0
1992-01-03,110.85,111.876,112.75,109.45,45040640.0
1992-01-10,119.0,121.041666667,122.458333333,117.771666667,68235733.3333
1992-01-17,127.708333333,127.73,129.98,125.375,61755200.0
1992-01-24,124.541666667,123.916666667,126.686666667,121.5,72230933.3333
1992-01-31,123.458333333,122.373333333,124.5,120.583333333,61457600.0
1992-02-07,124.083333333,124.833333333,126.708333333,122.166666667,59786666.6667
1992-02-14,123.75,123.25,125.666666667,120.936666667,63712533.3333
1992-02-21,118.5,116.776,120.1,115.8,93427200.0
1992-02-28,118.375,119.25,120.875,116.833333333,74346133.3333
1992-03-06,123.125,121.958333333,124.5,120.708333333,45254400.0
1992-03-13,120.666666667,120.23,122.166666667,118.75,44014933.3333
1992-03-20,125.313333333,125.936666667,127.375,124.25,67157333.3333
1992-03-27,127.625,126.541666667,128.563333333,125.416666667,55159466.6667
1992-04-03,120.291666667,119.125,121.75,117.958333333,68006400.0
1992-04-10,118.75,118.0,120.52,115.688333333,79042133.3333
1992-04-17,122.8,121.4,123.726,119.65,106900480.0
1992-04-24,118.75,115.974,119.55,113.95,118576000.0
1992-05-01,112.375,111.645,114.333333333,109.958333333,114185600.0
1992-05-08,114.458333333,114.958333333,116.375,113.166666667,57610666.6667
1992-05-15,113.708333333,112.708333333,114.375,111.5,54712533.3333
1992-05-22,113.791666667,114.396666667,115.083333333,113.0,45652266.6667
1992-05-29,116.65,117.25,118.4,115.75,51793920.0
1992-06-05,122.125,122.46,123.625,121.25,51985066.6667
1992-06-12,116.625,114.541666667,117.791666667,113.563333333,83331200.0
1992-06-19,79.9583333333,79.855,81.625,78.605,69474133.3333
1992-06-26,72.8333333333,71.7083333333,73.375,70.1666666667,82505066.6667
1992-07-02,70.75,70.2,72.25,68.35,86338560.0
1992-07-09,69.9,68.998,70.55,67.5,65155200.0
1992-07-17,70.4285714286,70.5185714286,71.5714285714,69.4457142857,49805714.2857
1992-07-24,70.6466666667,70.8333333333,72.125,69.5,59698133.3333
1992-07-31,73.1466666667,73.2716666667,74.0833333333,72.2083333333,60792533.3333
1992-08-05,73.5,73.0925,74.0,72.25,39602400.0
1992-08-14,71.625,71.17125,72.48375,70.59375,35872400.0
1992-08-21,70.0416666667,69.8966666667,70.9366666667,69.1666666667,46708800.0
1992-08-28,70.77,71.4583333333,72.0616666667,70.3333333333,53357866.6667
1992-09-04,74.7083333333,75.23,75.6033333333,74.1666666667,46963733.3333
1992-09-11,77.15,77.726,78.0,76.55,44608640.0
1992-09-18,80.2083333333,80.5216666667,81.2916666667,79.3133333333,50249066.6667
1992-09-25,79.375,79.1466666667,80.1266666667,77.8133333333,41782933.3333
1992-10-02,78.7916666667,78.895,79.8133333333,77.5833333333,46419200.0
1992-10-09,81.375,81.6483333333,82.875,79.875,56722666.6667
1992-10-16,83.9383333333,83.98,84.6883333333,82.8333333333,48761600.0
1992-10-23,87.75,88.2483333333,89.0,86.6666666667,61775466.6667
1992-10-30,89.27,88.9783333333,89.9166666667,87.9583333333,38198400.0
1992-11-06,89.5616666667,89.9566666667,90.8333333333,88.5616666667,44421866.6667
1992-11-13,92.75,92.9983333333,93.7083333333,91.6666666667,48030400.0
1992-11-20,92.6866666667,92.8333333333,93.9583333333,91.645,37169600.0
1992-11-25,91.875,91.5325,93.0,90.125,137416000.0
1992-12-04,92.0,91.8942857143,92.8928571429,91.0357142857,34152685.7143
1992-12-11,91.25,90.835,92.3333333333,89.875,54193066.6667
1992-12-18,87.5416666667,87.815,88.9583333333,86.4166666667,68258133.3333
1992-12-24,89.0,88.55,89.85,87.35,57788160.0
1993-01-01,86.9,86.5,87.15,85.75,44040320.0
1993-01-08,86.65,87.002,87.974,85.85,66868480.0
1993-01-15,88.7916666667,89.71,91.0,87.8333333333,95729066.6667
1993-01-22,88.6666666667,89.1066666667,89.875,87.7916666667,75991466.6667
1993-01-29,88.125,87.605,88.8966666667,86.6666666667,53614933.3333
1993-02-05,87.1883333333,87.5633333333,88.8333333333,85.5416666667,87634666.6667
1993-02-12,86.0,85.4983333333,87.2916666667,83.7916666667,73335466.6667
1993-02-19,82.448,81.074,83.0,79.75,96698880.0
1993-02-26,80.895,81.2716666667,82.9166666667,79.5416666667,74585600.0
1993-03-05,83.7916666667,83.4583333333,84.7916666667,82.2083333333,38230400.0
1993-03-12,84.3116666667,85.1866666667,86.2083333333,83.6666666667,47168533.3333
1993-03-19,86.9583333333,86.5416666667,87.875,85.5833333333,44120000.0
1993-03-26,85.0416666667,85.1683333333,86.3333333333,84.1466666667,39448000.0
1993-04-02,89.7916666667,89.9783333333,91.5,88.8333333333,95124266.6667
1993-04-09,90.45,90.05,91.6,88.9,53948160.0
1993-04-16,88.65,88.426,90.274,87.3,59931520.0
1993-04-23,85.875,85.0416666667,86.25,83.895,67163200.0
1993-04-30,83.125,83.5433333333,84.5,82.0833333333,60789866.6667
1993-05-07,86.9166666667,87.1883333333,88.2916666667,86.2083333333,44249600.0
1993-05-14,87.2083333333,86.8966666667,87.875,86.125,46701333.3333
1993-05-21,89.1666666667,89.9383333333,90.77,88.3333333333,94640000.0
1993-05-28,92.9166666667,92.98,94.125,91.6666666667,65690666.6667
1993-06-04,94.4,94.648,95.95,93.55,67104640.0
1993-06-11,92.8333333333,91.835,93.5833333333,91.0833333333,53352000.0
1993-06-18,91.75,90.625,92.3333333333,89.5833333333,53556266.6667
1993-06-25,88.875,88.29,89.7083333333,87.1666666667,49912000.0
1993-07-02,88.7083333333,88.355,89.5833333333,87.3333333333,46634133.3333
1993-07-09,85.026,85.224,86.0,84.1,75160320.0
1993-07-16,84.0416666667,83.3333333333,84.4583333333,82.5833333333,46193066.6667
1993-07-23,79.7083333333,79.1033333333,80.5,77.8333333333,117135466.667
1993-07-30,76.7916666667,77.1033333333,78.4583333333,75.7083333333,128123733.333
1993-08-06,73.7083333333,73.4583333333,74.645,72.3333333333,125894400.0
1993-08-13,73.125,73.1466666667,74.395,71.96,94984533.3333
1993-08-20,76.0416666667,76.3333333333,77.7283333333,74.6666666667,74843733.3333
1993-08-27,74.375,74.5616666667,75.7083333333,73.3533333333,74232000.0
1993-09-03,74.5833333333,74.79,75.625,73.8133333333,63854933.3333
1993-09-10,75.65,75.85,76.5,74.7,41326720.0
1993-09-17,76.5833333333,76.355,77.25,75.355,43189333.3333
1993-09-24,76.5,77.27,78.2716666667,75.9166666667,58928533.3333
1993-10-01,81.9166666667,82.2916666667,83.0,81.1666666667,70157333.3333
1993-10-08,83.375,83.5616666667,84.6666666667,82.6666666667,55081600.0
1993-10-15,83.7916666667,83.1466666667,84.3333333333,81.7083333333,67655466.6667
1993-10-22,80.625,80.8133333333,82.125,79.5,90321066.6667
1993-10-29,79.8333333333,79.8966666667,80.6666666667,79.1666666667,50756800.0
1993-11-04,79.95,79.25,80.55,78.55,46480640.0
1993-11-11,79.0416666667,79.1666666667,80.27,78.0416666667,45514133.3333
1993-11-18,81.5833333333,81.2066666667,82.375,80.75,43843733.3333
1993-11-24,79.1,78.702,79.95,78.15,59584000.0
1993-12-02,79.4166666667,80.27,80.7916666667,79.2916666667,37658666.6667
1993-12-09,83.7083333333,83.9366666667,84.7083333333,82.8333333333,70987200.0
1993-12-16,81.2083333333,80.6883333333,81.875,80.125,35540266.6667
1993-12-23,81.125,81.1666666667,81.7916666667,80.5416666667,29614400.0
1993-12-30,81.35,81.374,82.45,80.45,31690240.0
1994-01-06,81.0616666667,81.5616666667,82.0833333333,80.3333333333,44375466.6667
1994-01-13,84.4366666667,85.2916666667,85.7083333333,83.8133333333,57104533.3333
1994-01-20,84.625,84.9783333333,85.605,83.8333333333,63663466.6667
1994-01-27,84.9583333333,85.23,85.9183333333,84.0833333333,75739733.3333
1994-02-03,84.625,84.6466666667,85.3116666667,84.0416666667,45381866.6667
1994-02-10,81.125,80.7083333333,81.9583333333,79.875,90657066.6667
1994-02-17,79.5,79.0633333333,79.9583333333,78.625,55544000.0
1994-02-24,79.45,79.798,80.65,78.5,89946880.0
1994-03-03,81.5416666667,81.7283333333,82.4166666667,80.625,56529600.0
1994-03-10,81.5416666667,80.9983333333,82.0416666667,80.3333333333,32691200.0
1994-03-17,83.125,83.435,84.0833333333,82.6666666667,47643733.3333
1994-03-24,84.5833333333,85.125,86.0216666667,83.875,66426666.6667
1994-03-31,85.5,85.3333333333,86.9583333333,83.875,86353066.6667
1994-04-07,85.6,87.15,87.726,85.1,81116800.0
1994-04-14,87.0,86.25,87.48,85.375,73907200.0
1994-04-21,86.2916666667,86.855,87.8533333333,85.25,117387200.0
1994-04-28,92.65,92.814,93.85,91.45,121072640.0
1994-05-05,94.0416666667,93.8566666667,95.2183333333,92.5,74106666.6667
1994-05-12,93.4583333333,93.5216666667,94.695,92.54,63685866.6667
1994-05-19,95.7916666667,96.01,96.8833333333,94.625,100770133.333
1994-05-26,66.5416666667,67.0516666667,67.7716666667,65.75,79697066.6667
1994-06-02,52.7,52.676,53.23,51.752,69779200.0
1994-06-09,52.9783333333,52.9166666667,53.655,52.145,226833333.333
1994-06-16,52.9566666667,53.1766666667,53.655,52.5433333333,59383466.6667
1994-06-23,52.77,52.3833333333,53.3333333333,52.0016666667,66278133.3333
1994-06-30,51.0633333333,50.9683333333,51.9166666667,50.1166666667,72879200.0
1994-07-07,50.162,49.936,50.874,49.11,65360320.0
1994-07-14,48.98,49.085,49.7283333333,47.9916666667,78695733.3333
1994-07-21,49.8116666667,49.02,50.0416666667,48.48,90989600.0
1994-07-28,49.79,49.8133333333,50.5216666667,48.9166666667,68945066.6667
1994-08-04,52.0,52.22,52.955,51.4766666667,64185066.6667
1994-08-11,53.1466666667,53.52,53.96,52.8133333333,46034666.6667
1994-08-18,55.15,55.2,55.8116666667,54.6066666667,58912800.0
1994-08-25,55.46,55.4066666667,56.085,55.0633333333,57942933.3333
1994-09-01,57.0033333333,57.125,57.895,56.52,64858133.3333
1994-09-08,56.526,56.588,57.112,56.062,52660800.0
1994-09-15,56.9983333333,57.395,57.875,56.67,39526400.0
1994-09-22,57.1966666667,57.0433333333,57.6033333333,56.385,51576266.6667
1994-09-29,56.5216666667,56.4266666667,57.0416666667,55.9383333333,38943200.0
1994-10-06,55.98,55.5833333333,56.5016666667,55.2083333333,37490933.3333
1994-10-13,55.3533333333,55.49,56.1683333333,55.0,46404533.3333
1994-10-20,56.665,57.0283333333,57.6683333333,56.0,73800800.0
1994-10-27,59.4583333333,60.0316666667,60.2483333333,58.92,74121066.6667
1994-11-03,62.2483333333,62.5183333333,63.0,61.855,54009866.6667
1994-11-10,62.7916666667,62.8433333333,63.5416666667,62.1466666667,47617866.6667
1994-11-17,63.7283333333,63.9783333333,64.3866666667,63.2716666667,53749333.3333
1994-11-23,63.622,63.074,64.038,62.84,47670400.0
1994-11-30,62.748,62.826,63.314,62.236,44425600.0
1994-12-08,63.2671428571,62.9828571429,63.8442857143,62.66,39631542.8571
1994-12-15,63.0,63.04,63.6233333333,62.3116666667,46653333.3333
1994-12-22,62.4583333333,61.9166666667,63.06,61.3033333333,82431466.6667
1994-12-29,60.95,61.012,61.576,60.374,31163200.0
1995-01-05,61.078,60.672,61.402,60.148,35022720.0
1995-01-12,60.7716666667,60.6866666667,61.4366666667,60.1883333333,38866400.0
